city,address,rating,lat,lon,true_row
Рязань,"ул. Ленина, 9, Рязань","4,3",54.623045,39.753757,True
Салават,"бул. Космонавтов, 13, Салават","4,0",50.92036,55.926504,True
Самара,"Воронежская ул., 3, Самара","4,4",53.215995,50.25667,True
Самара,"Московское ш., 43, Самара","4,5",53.22246,50.191364,True
Самара,"Садовая ул., 256, Самара","4,7",53.202421,50.120127,True
Самара,"ул. Агибалова, 76, Самара","4,4",53.193634,50.121915,True
Самара,"ул. Гагарина, 64, Самара","4,4",53.20097,50.188498,True
Самара,"ул. Мичурина, 19В, Самара","4,3",53.203451,50.1405,True
Саранск,"Коммунистическая ул., 52, Саранск","4,3",50.92036,45.179069,True
Сарапул,"ул. Горького, 15А, Центральный жилой район, Сарапул","3,4",50.92036,53.815221,True
Саратов,"Московская ул., 66, Саратов",,48.48252,46.037275,True
Саратов,"просп. Строителей, 19, Саратов","4,4",53.18702,45.967957,True
Саратов,"ул. имени А.М. Горького, 36, Саратов","4,4",51.532207,46.030792,True
Саратов,"ул. имени Василия Люкшина, 5, Саратов","4,5",48.4754,46.017745,True
Сафоново,"Советская ул., 56, Сафоново","4,3",50.92036,33.238286,True
Северодвинск,"ул. Ломоносова, 64, Северодвинск","3,9",50.92036,39.812804,True
Северск,"Коммунистический просп., 63, Северск","3,3",50.92036,84.886186,True
Сергиев Посад,"Пионерская ул., 6, Сергиев Посад","5,0",50.92036,38.138495,True
Серов,"ул. Ленина, 161, Серов","5,0",50.92036,60.578205,True
Серпухов,"ул. Ворошилова, 127, Серпухов","4,9",50.92036,37.433571,True
Сестрорецк,"Приморское ш., 268, Сестрорецк",,60.083508,29.95444,True
Смоленск,"ул. Николаева, 8, Смоленск","4,6",50.92036,32.042035,True
Советск,"ул. Победы, 21, Советск","3,0",50.92036,21.895375,True
Сочи,"Северная ул., 6, микрорайон Центральный, Сочи","4,8",48.48252,39.727598,True
Сочи,"Учительская ул., 3, микрорайон Светлана, Сочи","4,4",50.92036,39.735046,True
Сочи,"ул. Конституции СССР, 18, Сочи","4,4",48.4754,39.71963,True
Сочи,"ул. Молокова, 18/78, жилой район Адлер, Сочи","4,3",43.430402,39.924931,True
Спасск-Дальний,"ул. Борисова, 23, Спасск-Дальний","2,6",50.92036,132.81646,True
Ставрополь,"ул. 50 лет ВЛКСМ, 11/1, Ставрополь","4,3",45.01669,41.924509,True
Ставрополь,"ул. Дзержинского, 114, Ставрополь","4,4",45.044203,41.970952,True
Ставрополь,"ул. Ленина, 299, Ставрополь","4,3",45.03818,41.94768,True
Старый Оскол,"48, микрорайон Жукова, Старый Оскол","4,7",51.308808,37.883429,True
Стерлитамак,"Коммунистическая ул., 96, Стерлитамак","4,3",50.92036,55.907074,True
Ступино,"ул. Андропова, 63, Ступино","4,3",54.886539,38.06691,True
Сургут,"просп. Ленина, 38, Сургут","4,3",61.254688,73.394192,True
Сургут,"ул. Иосифа Каролинского, 13, Сургут","4,4",61.254576,73.447093,True
Сызрань,"Советская ул., 51, Сызрань","4,4",50.92036,48.467874,True
Сызрань,"просп. 50 лет Октября, 54А, Сызрань","4,1",53.18702,48.399826,True
Таганрог,"ул. Дзержинского, 1, Таганрог","4,1",50.92036,38.916078,True
Тамбов,"Советская ул., 104/14, Тамбов","4,5",50.92036,41.457197,True
Темрюк,"ул. Ленина, 68, Темрюк","4,3",50.92036,37.370176,True
Тихорецк,"ул. Энгельса, 101, Тихорецк","4,1",50.92036,40.126109,True
Тольятти,"Революционная ул., 32, Тольятти","4,3",48.48252,49.274399,True
Тольятти,"Тополиная ул., 8А, Тольятти","4,8",53.18702,49.345537,True
Тольятти,"ул. Гагарина, 14, Тольятти","4,3",50.92036,49.421444,True
Томск,"Комсомольский просп., 53, Томск","4,8",48.48252,84.980986,True
Томск,"Красноармейская ул., 101А, Томск","4,6",56.462526,84.965984,True
Томск,"Тверская ул., 18, Томск","4,4",48.4754,84.971346,True
Томск,"пер. 1905 года, 14А, Томск","4,3",50.92036,84.950622,True
Тосно,"Вокзальная ул., 16, Тосно","4,2",50.92036,30.881779,True
Троицк,"ул. имени Ю.А. Гагарина, 41, Троицк","3,9",50.92036,61.559076,True
Тула,"Красноармейский просп., 27, Тула","4,3",48.48252,37.586545,True
Тула,"Советская ул., 10, Тула","4,3",53.18702,37.611472,True
Тула,"просп. Ленина, 54А, Тула","4,3",50.92036,37.604853,True
Тюмень,"Советская ул., 55, Тюмень","5,0",57.155279,65.547946,True
Тюмень,"ул. 50 лет Октября, 3, корп. 1, Тюмень","4,6",57.153107,65.568922,True
Тюмень,"ул. 8 Марта, 2/13, Тюмень","4,7",57.155103,65.544183,True
Тюмень,"ул. Газовиков, 65, Тюмень","4,7",57.17159,65.557397,True
Тюмень,"ул. Ленина, 57А, Тюмень","4,4",57.154313,65.534696,True
Тюмень,"ул. Пермякова, 23А, Тюмень","4,3",57.118793,65.580376,True
Тюмень,"ул. Республики, 155, Тюмень","4,1",57.137681,65.571033,True
Тюмень,"ул. Республики, 162, Тюмень","4,3",57.133442,65.576,True
Удомля,"ул. Попова, 23, Удомля","2,6",50.92036,35.007428,True
Узловая,"ул. Трегубова, 40, Узловая","2,2",53.977032,38.15949,True
Улан-Удэ,"ул. Ленина, 35, Улан-Удэ","4,7",51.82966,107.58408,True
Улан-Удэ,"ул. Терешковой, 2, Улан-Удэ",,51.80931,107.60095,True
Усинск,"ул. Нефтяников, 50, Усинск",,50.92036,57.560495,True
Усолье-Сибирское,"ул. Орджоникидзе, 40, Усолье-Сибирское","3,5",50.92036,103.65681,True
Усть-Илимск,"просп. Мира, 2, Усть-Илимск","2,8",50.92036,102.73808,True
Уфа,"Первомайская ул., 24, Уфа","4,4",54.817407,56.0739,True
Уфа,"просп. Октября, 107А, Уфа","4,7",54.782744,56.03176,True
Уфа,"просп. Октября, 6, Уфа","4,3",54.742678,55.989135,True
Уфа,"ул. Ленина, 32/1, Уфа","4,3",54.727567,55.949017,True
Уфа,"ул. Маршала Жукова, 29, Уфа","4,7",54.771746,56.058745,True
Уфа,"ул. Менделеева, 130, Уфа","4,4",54.714382,56.00144,True
Фрязино,"просп. Мира, 8, Фрязино",,55.952641,38.053857,True
Хабаровск,"ул. Карла Маркса, 41, Хабаровск","4,4",48.48252,135.07296,True
Хабаровск,"ул. Ленина, 43, Хабаровск","4,4",48.4754,135.08035,True
Хабаровск,"ул. Муравьёва-Амурского, 36, Хабаровск","4,3",50.92036,135.06601,True
Хабаровск,"ул. Суворова, 32, Хабаровск","4,9",53.18702,135.10722,True
Химки,"просп. Мельникова, 2Б, Химки","4,4",55.901183,37.407538,True
Чебоксары,"Ярославская ул., 27, Чебоксары","4,4",56.142546,47.254061,True
Чебоксары,"ул. Карла Маркса, 51, Чебоксары","4,3",56.133312,47.246875,True
Челябинск,"Комсомольский просп., 2А, Челябинск","4,3",55.192379,61.383123,True
Челябинск,"просп. Ленина, 73А, Челябинск","4,6",55.15947,61.37953,True
Челябинск,"ул. Доватора, 35, Челябинск","4,3",55.145921,61.382459,True
Челябинск,"ул. Кирова, 108, Челябинск","4,4",55.162541,61.399831,True
Челябинск,"ул. Молодогвардейцев, 32А, Челябинск","4,3",55.195442,61.331785,True
Челябинск,"ул. Свободы, 82, Челябинск","4,3",55.156194,61.412938,True
Челябинск,"ул. Чичерина, 38В, Челябинск","4,7",55.177098,61.298645,True
Череповец,"ул. Ленина, 68, Череповец","4,8",50.92036,37.923961,True
Черногорск,"Юбилейная ул., 16, Черногорск","3,6",50.92036,91.329856,True
Чистополь,"ул. Ленина, 42Д, Чистополь","3,9",50.92036,50.644581,True
Шадринск,"Февральская ул., 54, Шадринск","3,9",50.92036,63.628597,True
Шатура,"просп. Ильича, 42, Шатура","4,0",50.92036,39.529637,True
Шелехов,"30А, 6-й квартал, Шелехов","3,1",50.92036,104.09253,True
Электросталь,"Советская ул., 14, Электросталь","4,8",55.790696,38.439019,True
Южно-Сахалинск,"ул. Ленина, 218, Южно-Сахалинск","4,7",50.92036,142.72899,True
Якутск,"просп. Ленина, 24, Якутск","4,4",50.92036,129.73423,True
Ялуторовск,"ул. Ленина, 28, Ялуторовск","4,0",50.92036,66.316176,True
Ярославль,"Ленинградский просп., 52А, Ярославль","4,6",50.92036,39.781937,True
Ярославль,"Московский просп., 125, Ярославль","4,9",53.18702,39.869334,True
Ярославль,"ул. Свободы, 2/40, Ярославль","4,4",48.4754,39.883357,True
Ярославль,"ул. Свободы, 29, Ярославль","4,3",48.48252,39.87361,True
Ярцево,"просп. Металлургов, 21Г, Ярцево","3,9",50.92036,32.727243,True
